name,discovery,description,species,distribution
Warmingia,Reichenbach f. 1881,"war-MING-ee-ah (click on the name to hear it spoken)
Tribe: Cymbidieae 
Subtribe: Oncidiinae


This small genus was first described in 1881 and was named to honor Prof. Eugenia Warming who discovered the type species, Warmingia eugenii in Minas Gerais State, Brazil. The genus is allied to Macradenia and Notylia. Warmingia species are epiphytic in nature and are found in areas of wet forests from sea level to 1,000 meters. W. eugenii, most often found in cultivation, is a charming plant with a pendent inflorescence of ‘feathery goose down-like’ white flowers.",The World Monocot Checklist currently recognizes 4 species. (1/2020),From Brazil to Ecuador
