name,discovery,description,species,distribution
Flickingeria,Hawkes 1961 ,"flick-in-jeer-EE-a (click on the name to hear it spoken)
Tribe: Arethuseae 
Subtribe: Bletiinae


Alex Hawkes established this genus of sympodial orchids in 1965. The generic epithet honors Mr. Edward Flickinger, the editor of an orchid journal. Type species for this genus is Flickingeria angulata. The flowers are only short-lived, but most attractive. If any of the species from this genus are in cultivation they would only be in specialist collections.",The World Checklist of Monocotyledons recognizes 76 species. (2007),"Throughout Asia, New Guinea, northern Australia and the islands of the Pacific Ocean."
